1.114463361195547186e+01 1.090044873346754528e+01 1.029045653565100160e+01 9.828972782035725331e+00 9.675554094603231903e+00 9.131596731102296971e+00 8.707782430494853898e+00 8.609868893307448090e+00 8.626049690025364924e+00 8.359938929931777452e+00 8.511174355979646222e+00 8.719638260554926745e+00 8.946272656770943854e+00 9.020758730942011638e+00 9.271206513453721598e+00 9.351497939268179849e+00 9.566374612230232444e+00 9.425407549885511216e+00 9.570530751309224371e+00 9.494788342162882699e+00 5.879084806694813814e+00 9.002763110293150461e+00 8.680054414372614602e+00 8.711760969909599694e+00 8.520406784424270796e+00 8.639307425628899750e+00 8.650356497892140339e+00 8.931181543455124938e+00 9.456406452482427838e+00 9.837528356921502848e+00 9.792828252489396590e+00 9.687464942664247403e+00 9.916065696564913878e+00 9.564165117449929809e+00 9.620717196335963450e+00 9.420764654559237172e+00 9.057783950718130583e+00 9.157677994068009752e+00 8.767791449352332123e+00 8.572270759122371686e+00 8.196138944685460004e+00 7.934486469542980203e+00 7.756486650510685976e+00 7.783593114204918173e+00 8.563955632758480263e+00 9.065306096426589022e+00 9.678133290742295003e+00 1.046541074712923525e+01 7.444460165325232026e+00 1.136391190854004485e+01 1.147047840273857133e+01 1.163856673159786581e+01 1.143134436881508087e+01 1.113305091524618007e+01 1.078333954938871564e+01 1.022432764992254128e+01 1.016645076534168979e+01 9.694681504196779542e+00 9.677167572648865956e+00 9.424946231050832068e+00 9.680881173961502384e+00
8.394439373659917436e+00 8.676735262715135732e+00 8.657792339018412164e+00 8.921967232481922139e+00 8.876851745961733542e+00 8.905964196699176938e+00 9.247821898175988764e+00 9.149611103265455014e+00 9.201233604373761921e+00 9.453263629736218476e+00 9.304207433562618590e+00 9.157144073365756753e+00 9.224008295071806529e+00 9.017046571166003943e+00 8.921813392481292126e+00 7.396151578432151652e+00 8.935585831815856750e+00 8.853759042075532548e+00 8.626283816709859664e+00 8.957753589712721620e+00 8.812174114954130388e+00 9.145000426401750815e+00 9.458008863773345709e+00 9.380883459232535415e+00 7.120844875576326061e+00 9.890347360294036605e+00 9.996472192188841532e+00 9.678198999860967433e+00 9.524344919436318335e+00 9.780277721394469381e+00 9.681488506738629596e+00 9.535007906183345483e+00 9.532823871029444618e+00 9.373996296859980148e+00 9.214679894399131044e+00 8.926953625471591991e+00 8.556125863610846594e+00 8.466974038403884961e+00 8.178555461546864080e+00 7.850254976237330595e+00 3.649669729176078459e+00 8.049072960615838213e+00 8.611230555307013645e+00 9.371908160770619389e+00 9.777929253300769119e+00 1.043373453080381630e+01 1.096085315128173221e+01 1.116276729403291412e+01 1.129035852220126479e+01 8.058049927557195957e+00 1.100919538132258957e+01 1.059980865219269575e+01 1.049471479796443596e+01 9.917117822759321299e+00 9.757825369302544516e+00 9.277137192626680573e+00 9.087886816512686039e+00 9.376473943484681328e+00 9.323818784635577117e+00 9.139509976068394437e+00 9.300198093702281454e+00
8.082146379470826147e+00 8.032140676097871079e+00 8.245230629412446888e+00 8.545448042256321486e+00 5.713689874780348177e+00 8.773200481298481179e+00 8.766240506745747396e+00 8.934219916227885250e+00 8.943468374927725506e+00 9.061964010202203212e+00 8.966844165282418899e+00 9.080817320458207220e+00 8.908339624101435206e+00 8.823447694017376719e+00 5.657701978417635225e+00 8.847015664420297298e+00 9.005212437058856878e+00 8.676904771052598164e+00 8.923857303196191637e+00 9.065755984132289669e+00 9.103491170222248741e+00 9.091783065133604680e+00 9.188989134234359923e+00 9.523961459670408303e+00 9.480848267006193097e+00 9.628619725302117516e+00 9.723048303657769509e+00 9.778742379509891336e+00 9.770567783061776979e+00 9.742830680428061996e+00 9.759830496814592138e+00 9.603240616790227335e+00 9.596494717663016871e+00 9.598274575811114318e+00 9.321335921581130890e+00 9.068811514152288922e+00 5.040730175689970061e+00 8.011998132878371592e+00 7.999592548866953479e+00 7.873514761899028436e+00 7.944683308281216938e+00 8.546492248608725362e+00 8.764420398961817682e+00 9.324361387682982283e+00 9.915828639553954105e+00 1.035706521587218454e+01 1.043766686202389771e+01 1.083464507686546874e+01 1.089767025519643440e+01 1.048886144291724598e+01 1.029616799771513236e+01 9.899749365037338933e+00 9.561798049076625006e+00 8.987153619014366157e+00 8.920091271490880658e+00 8.881650574427501610e+00 5.843018291733095282e+00 8.772074752258403052e+00 8.578380898839915503e+00 8.948261965731722611e+00 8.675563359640836580e+00
7.768125003598758127e+00 7.743741841700758854e+00 8.013273887736797718e+00 8.218065593642165823e+00 8.148421755490131702e+00 4.819492913884945828e+00 8.420020462430375829e+00 8.476662245627300862e+00 8.723383495745999028e+00 8.716604546640599693e+00 8.671292475205660821e+00 8.851998358506644848e+00 8.631521448940038255e+00 8.709704156543187636e+00 8.749267385269233088e+00 8.556244559232677460e+00 8.965813446446487589e+00 8.661610478332383067e+00 9.002789256310974153e+00 8.868674185192924497e+00 8.990029616035734250e+00 9.138235962850707494e+00 9.147316032501459304e+00 9.120951682446001740e+00 9.378315356263092539e+00 8.731082401370320767e+00 9.210803193617717710e+00 9.350918466684307262e+00 9.430000658253090862e+00 9.629471728852475820e+00 9.436866672515868970e+00 9.640215029844897643e+00 9.842526814696618942e+00 9.348407745760338727e+00 9.299669618277720318e+00 9.059570710967777885e+00 8.814762021564074956e+00 5.005997488394805295e+00 7.871605018970796230e+00 8.023682228429828811e+00 8.217323624375037383e+00 8.289340175564628765e+00 8.726130931089436160e+00 9.058554494103193022e+00 9.520910152044637087e+00 9.851380123504400288e+00 1.000913941081966740e+01 9.964775358020578011e+00 9.978111930096829951e+00 9.572248190850871197e+00 9.235411135823555995e+00 8.888841136429991963e+00 8.594710712942566389e+00 8.332630210620845190e+00 8.071653118337902555e+00 7.956124750666277556e+00 7.971222589476790077e+00 7.935056162984030159e+00 8.176525281128713019e+00 7.917414706591367590e+00 8.087696292256797648e+00
7.289071450572865096e+00 7.520368473603044279e+00 7.630892160392999557e+00 7.555775729213612735e+00 7.937406377669913304e+00 8.024522815060445069e+00 8.165174662885325674e+00 8.390180683834552511e+00 8.298803190516744976e+00 8.377419699249777807e+00 8.304518295418876761e+00 8.385069047777994555e+00 7.753288883915970153e+00 8.373541713054180491e+00 7.074305947602476330e+00 8.568644440562044551e+00 8.527105491594417330e+00 8.849203130658183980e+00 8.814833274804012575e+00 8.766784811017002355e+00 8.754859644842658994e+00 8.864975395970343897e+00 8.637313445721865435e+00 8.542843677178451500e+00 8.898115327848366007e+00 9.017146442398173534e+00 8.845813005559955755e+00 8.996363689052037316e+00 9.009563495226586838e+00 9.390121256501334557e+00 9.149538761976275580e+00 9.653841456092596474e+00 9.663614749467372533e+00 9.611118816259077491e+00 9.314038384675127347e+00 8.966471482486554123e+00 8.809555312987225051e+00 8.499201464009454199e+00 8.164925642575536102e+00 8.125099454102686636e+00 4.811999364873681628e+00 8.585126130908896869e+00 7.441322877514362943e+00 8.855684366168635080e+00 9.281746391232013949e+00 9.484393913817575239e+00 9.513994115231888316e+00 9.205580835976260090e+00 8.938306439696720673e+00 8.691174015690258159e+00 8.542861391002110949e+00 7.973918158846752924e+00 7.628480729260274096e+00 7.506208497437749649e+00 7.613228405683040378e+00 7.273960892208985562e+00 7.200843883058003492e+00 7.355695326352801544e+00 7.281529157886505566e+00 7.744561813780580728e+00 7.556198714813845640e+00
7.107196576871872118e+00 7.124415017525979721e+00 7.346896378379208947e+00 7.538646409654276681e+00 7.721154109198195670e+00 7.566926367965085554e+00 7.716221741863489747e+00 7.756093215487173786e+00 7.883856510134594764e+00 8.161315621607643678e+00 8.068818741390535010e+00 8.153282007232734330e+00 8.253698178012712106e+00 8.307883787935802289e+00 8.125343364868504281e+00 8.496349220018727166e+00 6.630179057449443469e+00 8.254082285173110378e+00 8.457048762728486935e+00 8.738023141418524986e+00 8.536157804332290766e+00 8.656905382629123125e+00 8.649876937280211564e+00 8.317483556568452840e+00 8.599609629469087579e+00 8.489014398971114872e+00 8.482944673988649598e+00 8.582819233764579891e+00 8.786786174869197552e+00 9.068114498887062780e+00 9.189957943158319154e+00 9.432288120659590547e+00 9.289835949796266590e+00 9.469919662582704234e+00 9.233699486744914253e+00 9.102314743469102964e+00 8.939312368003982101e+00 8.658279330826147202e+00 8.693866921084948629e+00 8.420120604703425826e+00 8.610739136334828459e+00 6.630757419095209215e+00 8.648733060666323524e+00 8.872709128663711198e+00 8.885754548324177549e+00 8.912635533531053866e+00 8.635371354077372885e+00 8.383187656590598280e+00 8.090830347988946514e+00 7.932749400456121869e+00 7.495395834367445609e+00 7.272663636452981528e+00 7.160834843309266340e+00 6.821679496684756039e+00 6.946696815443379691e+00 6.469718166829518502e+00 6.562049843088728629e+00 6.753379905548777096e+00 6.793829510802711802e+00 6.924344968855209892e+00 6.717630371014220003e+00
7.413313152087926738e+00 7.334178447501319198e+00 7.459743290680647121e+00 7.238757535885061323e+00 7.231728680582897972e+00 7.329820545601333670e+00 7.518243651223352586e+00 7.450414963382312905e+00 7.528027844927311030e+00 7.749877998971428816e+00 7.890930610415595403e+00 7.917355544782706644e+00 7.912536764633315123e+00 7.968706974571261981e+00 8.030691759507655902e+00 8.269226807271582658e+00 8.323247283962965426e+00 8.330699661988360205e+00 8.156422723663194319e+00 8.322576222231388599e+00 8.581771262868301164e+00 8.267136535386528706e+00 8.126476983502591622e+00 8.074559744592905375e+00 8.217437681912864278e+00 6.771725819733994456e+00 7.124369327164888688e+00 8.224198495079448890e+00 8.361199703320265186e+00 8.641781927157980547e+00 8.779591221536909629e+00 9.475210137914420017e+00 9.199111777025461123e+00 9.290872373323781019e+00 8.937767986186571534e+00 9.042671629560844693e+00 9.074517337709494313e+00 9.173048683504887890e+00 8.846969330853564628e+00 8.833609206845761008e+00 8.862034012425967333e+00 8.541631239785296259e+00 8.706791680506638542e+00 8.624655500641379646e+00 8.350639935220479870e+00 8.247225634665317884e+00 7.873246789921862998e+00 7.613252810288496875e+00 7.306223400981597393e+00 6.946482320330312987e+00 6.759624058457612605e+00 6.577293242070504142e+00 6.315064288398538395e+00 6.292626352492230346e+00 6.131242635160685239e+00 6.226235279085125640e+00 6.260712859024660126e+00 6.189272596391780290e+00 6.134464308099746077e+00 6.288691534897769664e+00 6.222073065815142634e+00
7.654388620135954113e+00 7.339160549157687896e+00 7.389790110057592010e+00 7.332704263378040821e+00 7.474775560677222153e+00 7.665838590675081221e+00 7.513129532741478656e+00 7.471155243295601878e+00 7.484105622269766833e+00 4.072324893620185016e+00 7.604561993879420889e+00 7.733879286577190371e+00 7.875868416881560918e+00 7.850996696607896119e+00 7.622700215400116441e+00 7.677114997333117863e+00 7.772930254667826944e+00 7.904868929665939348e+00 8.008449172486237444e+00 7.946869933966056898e+00 8.035774263459785516e+00 7.857211805703128604e+00 7.767147669743979854e+00 7.855727873047250398e+00 7.895806309866735262e+00 7.818797581155129350e+00 7.925294280240876788e+00 7.989743135655607453e+00 8.158129109709944871e+00 8.247542202670233635e+00 7.948281281477383331e+00 8.450466560365132551e+00 9.053779296730416704e+00 9.092552996834005086e+00 9.031624394726753380e+00 9.200791969889742461e+00 9.158834931253023726e+00 8.935618968859570188e+00 9.158909950237955400e+00 8.879210784685440672e+00 8.722006172633852472e+00 8.519776637479235859e+00 8.411525381279332692e+00 8.072273858169488392e+00 7.877192726344381057e+00 7.399409925079175387e+00 7.137256994251694131e+00 6.781029477011135675e+00 6.710744137438705792e+00 6.498626314337424326e+00 6.138247223701988275e+00 5.860483092480556877e+00 5.850100672710452088e+00 5.908921777945586484e+00 5.756812197057178615e+00 5.602759131632533141e+00 5.796061333802768445e+00 5.835000743709802151e+00 5.883894918273005814e+00 6.045852593315668599e+00 5.706589816644191515e+00
7.813157636821951968e+00 7.985469344959429172e+00 7.973900503818818208e+00 7.726324017693145585e+00 7.611101648512226703e+00 7.738584489393744548e+00 7.471805265693834741e+00 7.597461362717663036e+00 7.609892826411043032e+00 7.568478142305612444e+00 7.685203750846045345e+00 7.714936546339818513e+00 7.715679767863239391e+00 7.566013647828272681e+00 7.605964028716768688e+00 7.652376691789116059e+00 7.705078130995886454e+00 7.535494585813283130e+00 7.706176982853412127e+00 8.017483131010873620e+00 7.741657360813618105e+00 7.713644871598822839e+00 7.597067724288872448e+00 7.542618333004031506e+00 7.791271158308472167e+00 7.277267369887318260e+00 7.501439210222789811e+00 7.760279038039615607e+00 7.843996979239498124e+00 8.135471756228378482e+00 8.113397621285233896e+00 8.787489212235042757e+00 8.754300366204637029e+00 8.763664112643514414e+00 8.803322742786578559e+00 8.911797609464271019e+00 8.769701263060911245e+00 8.814689020911114170e+00 8.764282975917884855e+00 8.546259784556967887e+00 8.350484752909625996e+00 8.129515656330415396e+00 7.846065699111222536e+00 7.579167760341507964e+00 3.783005876020363534e+00 6.829729855978659003e+00 6.580536310929571364e+00 6.338056269803558074e+00 5.889172744498082146e+00 5.883752129605667847e+00 5.646900541154145969e+00 5.464198193110056501e+00 5.532059675583157698e+00 5.348255101309162818e+00 5.643657753732544968e+00 1.233757078262397000e+00 5.760289108458247043e+00 5.809273337041140017e+00 5.854958406374283442e+00 5.866420925091675009e+00 5.637792535189048770e+00
8.327970650925466956e+00 8.193754862068210798e+00 8.111973601845162918e+00 7.821982446539912814e+00 7.773005947466748111e+00 7.947575606036186180e+00 7.732342837506191557e+00 7.719863361018726167e+00 7.635078486938135178e+00 7.665382246720620962e+00 7.697861663049800462e+00 7.562158936662673803e+00 7.310210055240562887e+00 7.339219158844437096e+00 7.534194639798913684e+00 7.402451508870124819e+00 7.439110267186676673e+00 7.457487587887559499e+00 7.537742783266135227e+00 7.583759549103124442e+00 7.574715671643359016e+00 7.468355566667318257e+00 7.424395470329351987e+00 7.563660113669122609e+00 7.411736742370298003e+00 7.486180749274493174e+00 7.488142294747659022e+00 7.218083453134639171e+00 7.545779874016387723e+00 7.785083632280144883e+00 8.124532032261575054e+00 8.198213658448628038e+00 8.434991966901677074e+00 8.498493708585330708e+00 8.512180015842403691e+00 8.604545856400559245e+00 8.633311801806177854e+00 8.315246674269436866e+00 8.182347104091302725e+00 8.116072495218345395e+00 8.013341342005899648e+00 7.438070252292326323e+00 7.361242129030568293e+00 7.083862784800529333e+00 6.924981906549249722e+00 6.263045495835712906e+00 5.940259406667436792e+00 5.808858579901286845e+00 5.883823402203151254e+00 5.642203624007872342e+00 5.327721921129056071e+00 5.364775565782274214e+00 5.250617863516127137e+00 5.422820019721473983e+00 5.518839034174340519e+00 5.700875361013071796e+00 5.436332362333025081e+00 5.570069757721083370e+00 5.903040407031943992e+00 5.872929281692334413e+00 5.941808020666837109e+00
